Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
17.108.20,False,True,678,American Decorative Arts,Bowl,Bowl,Mexican,,,,,,,,,,,,,,ca. 1840,1837,1840,Tin-glazed earthenware,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/678,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
17.108.21,False,False,679,American Decorative Arts,Bowl,Bowl,Mexican,,,,,,,,,,,,,,1875–1900,1875,1900,Tin-glazed earthenware,Diam. 8 3/4 in. (22.2 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/679,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
17.108.22,False,False,680,American Decorative Arts,Bowl,Bowl,Mexican,,,,,,,,,,,,,,1875–1900,1875,1900,Tin-glazed earthenware,Diam. 8 3/4 in. (22.2 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/680,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
20.109.11,False,True,681,American Decorative Arts,Bowl,Bowl,American,,,,,Maker,Attributed to,Hervey Brooks,1779–1873,,"Brooks, Hervey",,"1779      ","1873      ",1803–67,1803,1867,Earthenware; Redware with slip decoration,H. 3 5/8 in. (9.2 cm); Diam. 12 7/8 in. (32.7 cm),"Gift of Robert Macauley Jackson, 1920",Probably made in,Goshen,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/681,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
22.224.3,False,False,682,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,19th century,1800,1900,Free-blown glass,H. 3 1/4 in. (8.3 cm); Diam. 7 1/4 in. (18.4 cm),"Rogers Fund, 1922",Probably made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/682,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
22.224.7,False,True,683,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1800–1825,1800,1825,Blown glass with applied decoration,H. 4 3/4 in. (12.1 cm); Diam. 4 3/4 in. (12.1 cm),"Rogers Fund, 1922",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/683,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
22.224.9,False,True,684,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1830–50,1830,1850,Blown glass with applied decoration,H. 2 5/8 in. (6.7 cm); Diam. 4 in. (10.2 cm),"Rogers Fund, 1922",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/684,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
22.224.10,False,True,685,American Decorative Arts,Bowl,Bowl,American,,,,,Manufacturer|Manufacturer,Possibly|Possibly,Redford Crown Glass Works|Redwood Glass Company,1831–1851|1828–1868,,"Redford Crown Glass Works|Redwood Glass Company ",,"1831      |1828      ","1831      |1868      ",1835–65,1835,1865,Blown glass with applied decoration,H. 4 1/8 in. (10.5 cm); Diam. 9 3/8 in. (23.8 cm),"Rogers Fund, 1922",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/685,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
27.17.14,False,False,686,American Decorative Arts,Bowl,Bowl,British,,,,,,,,,,,,,,ca. 1765–70,1762,1770,Porcelain (soft-paste),2 5/8 x 5 7/8 in. (6.7 x 14.9 cm),"Rogers Fund, 1927",Probably made in,Worcester,Worcestershire,Worcestershire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/686,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
27.144,False,True,687,American Decorative Arts,Bowl,Bowl,"Chinese, for American market",,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,H. 4 7/8 in. (12.4 cm); Diam. 11 1/2 in. (29.2 cm),"Gift of the grandchildren of Francis George Shaw, 1927",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/687,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
33.120.199,False,True,688,American Decorative Arts,Cup,Dram Cup,American,,,,,,,,,,,,,,1700–1730,1700,1730,Silver,"Overall: 1 1/16 x 4 1/4 in. (2.7 x 10.8 cm); 1 oz. 18 dwt. (59.1 g)
Lip: Diam. 3/8 in. (8.6 cm)","Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/688,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
34.100.227,False,True,689,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,ca. 1820,1817,1820,Earthenware and slip decoration,H. 2 1/2 in. (6.4 cm); Diam. 6 1/2 in. (16.5 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/689,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
36.136,False,True,690,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1850–75,1850,1875,Free-blown glass,H. 4 5/8 in. (11.7 cm); Diam. 10 in. (25.4 cm),"Rogers Fund, 1936",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/690,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
37.169,False,True,691,American Decorative Arts,Bowl,Bowl,British,,,,,,,,,,,,,,1750–60,1750,1760,Tin-enameled earthenware,H. 5 5/8 in. (14.3 cm); Diam. 13 13/16 in. (35.1 cm),"Purchase, Anita M. Linzee Bequest, 1937",Made in,Bristol,Bristol,Bristol,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/691,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
38.165.27,False,True,692,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,ca. 1765,1762,1765,Stoneware,H. 4 in. (10.2 cm); Diam. 9 3/8 in. (23.8 cm),"Harris Brisbane Dick Fund, 1938",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/692,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
39.18.6,False,True,693,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,H. 4 1/2 in. (11.4 cm); Diam. 10 3/8 in. (26.4 cm),"Gift of R. Thornton Wilson, 1939",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/693,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
39.56.1,False,True,694,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1800–1830,1800,1830,Blown pattern-molded lead glass,H. 2 15/16 in. (7.5 cm); Diam. 9 1/8 in. (23.2 cm),"Rogers Fund, 1939",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/694,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
39.56.3,False,True,695,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1830–50,1830,1850,Free-blown glass,H. 5 in. (12.7 cm); Diam. 3 1/2 in. (8.9 cm),"Rogers Fund, 1936",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/695,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
39.184.40,False,False,696,American Decorative Arts,Bowl,Bowl,,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 4 1/16 in. (10.4 cm); Diam. 10 1/4 in. (26 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/696,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
39.184.41,False,False,697,American Decorative Arts,Bowl,Bowl,,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 3 3/4 in. (9.5 cm); Diam. 9 1/4 in. (23.5 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/697,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
39.184.42,False,False,698,American Decorative Arts,Bowl,Bowl,,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 3 1/2 in. (8.9 cm); Diam. 7 3/4 in. (19.7 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/698,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
41.160.47,False,True,699,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,ca. 1785–90,1782,1790,Porcelain,H. 2 5/8 in. (6.7 cm); Diam. 5 1/2 in. (14 cm),"Bequest of W. Gedney Beatty, 1941",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/699,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
42.20.1,False,True,701,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1820–40,1820,1840,Blown glass,H. 3 1/2 in. (8.9 cm); Diam. 6 1/4 in. (15.9 cm),"Rogers Fund, 1942",Probably made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/701,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
42.20.3,False,True,702,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1800–1830,1800,1830,Blown pattern-molded lead glass,H. 2 7/8 in. (7.3 cm); Diam. 8 1/8 in. (20.6 cm),"Rogers Fund, 1942",Made in,,,,United States,"Midwest ",,,,,,Glass,,http://www.metmuseum.org/art/collection/search/702,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
43.151,False,True,704,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1830–50,1830,1850,Blown pattern-molded lead glass,H. 3 3/4 in. (9.5 cm); Diam. 8 7/16 in. (21.4 cm),"Gift of Cornelius von Erden Mitchell, 1943",Made in,Philadelphia,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/704,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
44.110.4,False,True,706,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,1740–50,1740,1750,Stoneware,H. 2 5/8 in. (6.7 cm); Diam. 5 1/2 in. (14 cm),"Gift of Mrs. Russell S. Carter, 1944",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/706,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
44.110.8,False,True,707,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,ca. 1750,1747,1750,Stoneware,H. 3 3/8 in. (8.6 cm); Diam. 7 3/4 in. (19.7 cm),"Gift of Mrs. Russell S. Carter, 1944",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/707,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
44.110.16,False,True,708,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,ca. 1760,1757,1760,Tin-enameled earthenware,H. 5 1/8 in. (13 cm); Diam. 12 in. (30.5 cm),"Gift of Mrs. Russell S. Carter, 1944",Made in,Bristol,Bristol,Bristol,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/708,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.13.8,False,True,709,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,ca. 1750,1747,1750,Stoneware,H. 4 3/8 in. (11.1 cm); Diam. 11 7/16 in. (29 cm),"Gift of Josephine Atterbury, 1945",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/709,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.13.9,False,True,710,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,18th century,1700,1800,Free-blown glass,H. 8 in. (20.3 cm); Diam. 7 3/4 in. (19.7 cm),"Gift of Miss Josephine Atterbury, 1945",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/710,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.35.8,False,True,711,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1825–50,1825,1850,Free-blown glass,H. 5 1/8 in. (13 cm); Diam. 7 3/8 in. (18.7 cm),"Bequest of Helen Hay Whitney, 1944",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/711,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.35.10,False,False,712,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1780–1820,1780,1820,Blown pattern-molded lead glass,H. 2 1/4 in. (5.7 cm); Diam. 4 1/2 in. (11.4 cm),"Bequest of Helen Hay Whitney, 1944",Possibly made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/712,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.35.13,False,True,713,American Decorative Arts,Bowl,Bowl,"British, probably",,,,,,,,,,,,,,1780–1820,1780,1820,Blown pattern-molded lead glass,H. 3 in. (7.6 cm); Diam. 4 3/8 in. (11.1 cm),"Bequest of Helen Hay Whitney, 1944",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/713,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.35.18,False,True,714,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1800–1830,1800,1830,Free-blown glass,H. 5 1/8 in. (13 cm); Diam. 5 7/8 in. (14.9 cm),"Bequest of Helen Hay Whitney, 1944",Possibly made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/714,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.35.19,False,True,715,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1830–70,1830,1870,Free-blown glass,H. 4 1/4 in. (10.8 cm); Diam. 7 1/8 in. (18.1 cm),"Bequest of Helen Hay Whitney, 1944",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/715,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
45.64,False,True,716,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1825–40,1825,1840,Porcelain,Diam. 24 in. (61 cm),"Bequest of Emma H. Rose, 1944",Made in,Canton,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/716,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.5,False,True,718,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 3 1/4 in. (8.3 cm); Diam. 6 1/8 in. (15.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/718,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.6,False,True,719,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",3 1/8 x 6 1/4 in. (7.9 x 15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/719,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.7,False,True,720,American Decorative Arts,Bowl,Bowl,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",2 3/4 x 5 1/4 in. (7 x 13.3 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/720,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.27,False,True,721,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 5 in. (12.7 cm); Diam. 11 3/4 in. (29.8 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/721,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.31,False,True,722,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 4 1/4 in. (10.8 cm); Diam. 10 1/4 in. (26 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/722,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.32,False,True,723,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 4 1/8 in. (10.5 cm); Diam. 9 1/4 in. (23.5 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/723,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.33,False,True,724,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 4 1/8 in. (10.5 cm); Diam. 9 1/4 in. (23.5 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/724,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.34,False,True,725,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 4 1/8 in. (10.5 cm); Diam. 9 in. (22.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/725,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.35,False,True,726,American Decorative Arts,Bowl,Bowl,Chinese,,,,,,,,,,,,,,1736–95,1736,1795,Porcelain,H. 3 1/8 in. (7.9 cm); Diam. 6 3/4 in. (17.1 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/726,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.3,False,True,727,American Decorative Arts,Bowl,Footed bowl,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 4 1/2 in. (11.4 cm); Diam. 9 7/16 in. (24 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/727,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.7,False,True,728,American Decorative Arts,Bowl,Footed Bowl,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 3 5/8 in. (9.2 cm); Diam. 7 1/2 in. (19.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/728,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.8,False,True,729,American Decorative Arts,Bowl,Footed bowl,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 4 in. (10.2 cm); Diam. 6 3/4 in. (17.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/729,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.9,False,True,730,American Decorative Arts,Bowl,Footed Bowl,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 3 1/2 in. (8.9 cm); Diam. 8 in. (20.3 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/730,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.29,False,True,731,American Decorative Arts,Bowl,Footed bowl,American,,,,,,,,,,,,,,1850–70,1850,1870,"Pressed glass, diamond thumbprint",H. 4 3/4 in. (12.1 cm); Diam. 5 3/4 in. (14.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/731,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.149,False,True,732,American Decorative Arts,Bowl,Footed Bowl,American,,,,,,,,,,,,,,1830–70,1830,1870,Pressed glass,H. 2 1/2 in. (6.4 cm); Diam. 7 1/4 in. (18.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/732,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.204,False,True,733,American Decorative Arts,Bowl,Bowl,"British, possibly",,,,,,,,,,,,,,1885–90,1885,1890,Blown satin purple glass,H. 5 in. (12.7 cm); Diam. 8 1/4 in. (21 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Possibly made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/733,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.205,False,True,734,American Decorative Arts,Bowl,Bowl,American or British,,,,,,,,,,,,,,after 1885,1886,1895,Blown satin cranberry and opaque glass,H. 2 3/4 in. (7 cm); Diam. 9 5/8 in. (24.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/734,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.206,False,True,735,American Decorative Arts,Bowl,Bowl,American or British,,,,,,,,,,,,,,after 1885,1886,1895,Blown satin blue glass,H. 3 1/4 in. (8.3 cm); Diam. 9 3/8 in. (23.8 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Possibly made in|Possibly made in,New Bedford,,,United States|England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/735,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.209,False,True,736,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,after 1885,1886,1895,Blown satin yellow and amber glass,H. 4 5/8 in. (11.7 cm); Diam. 7 1/4 in. (18.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/736,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.211,False,False,737,American Decorative Arts,Bowl,Bowl,American or British,,,,,,,,,,,,,,1885–1900,1885,1900,Blown blue and white satin glass,H. 3 in. (7.6 cm); Diam. 6 1/4 in. (15.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/737,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.213,False,False,738,American Decorative Arts,Bowl,Bowl,American,,,,,,,,,,,,,,1885–1900,1885,1900,Blown blue and white satin glass,H. 3 1/4 in. (8.3 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/738,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.214,False,True,739,American Decorative Arts,Bowl,Bowl,"British, probably",,,,,,,,,,,,,,ca. 1885,1882,1885,Blown red and white satin glass,H. 2 1/2 in. (6.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,West Midlands,West Midlands,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/739,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.216,False,True,740,American Decorative Arts,Bowl,Bowl,British,,,,,,,,,,,,,,ca. 1885,1882,1885,Blown brown and white opaque satin glass,H. 2 in. (5.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,West Midlands,West Midlands,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/740,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.217,False,False,741,American Decorative Arts,Bowl,Bowl,,,,,,,,,,,,,,,1885–1900,1885,1900,Blown red and white opaque satin glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/741,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.770,False,False,742,American Decorative Arts,Bowl,Hobnail Bowl,"British, probably",,,,,,,,,,,,,,1870–1900,1870,1900,Pressed glass,H. 4 in. (10.2 cm); Diam. 4 3/4 in. (12.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/742,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.771,False,True,743,American Decorative Arts,Bowl,Bowl,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/743,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
50.161,False,True,744,American Decorative Arts,Punch Bowl,Punch Bowl,American,,,,,,,,,,,,,,ca. 1751,1748,1751,Silver,"Overall: 4 3/8 x 9 15/16 in. (11.1 x 25.2 cm); 30 oz. 3 dwt. (937.6 g)
Foot: Diam. 4 5/16 in. (11 cm)","Gift of Mrs. Lewis Morris, 1950",Probably made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/744,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
51.171.1,False,True,745,American Decorative Arts,Bowl,Bowl,,,,,,,,,,,,,,,1835–40,1835,1840,Lacy pressed glass,Diam. 7 7/8 in. (20 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/745,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
